transformant id	construct id	library	cg number	on targets 	off targets	s19	can repeats	viability	chromosome nr	status	fb numbers	synonyms
8392	2579	GD	CG3665	1	0	1	2	viable	3	available	"FBgn0000635
FBgn0028323
FBgn0027230
FBgn0040202
FBgn0026682
FBgn0040201"	"FasII
Fas2
fasciclin II
Fascilin II
clone 1.60
Fasciclin-2
FASII
fas2
2
Fas II
fas II
FAS 11
Fasii
mAb 1D4
EG:EG0007.3
fas-II
Fas
CT12301
fasciclin 2
l(1)G0081
fasciclinII
Fasiclin II
mAB1D4
antifasciclin
fasII
anon-EST:Liang-1.60
Fasciclin2
1D4
Ab 1D4
MAB1D4
l(1)G0336
FASCICLIN II
FAS II
Fasciculin II
FascII
FAS2
fasciclin-II
mAb1D4
l(1)G0048
l(1)G0293
Fasciclin II
l(1)G0032
Fasciclin
FasciclinII
fasciclin2
FASCICLIN
fasciclin-2
Fasciclin 2"
8393	2579	GD	CG3665	1	0	1	2	viable	3	available	"FBgn0026682
FBgn0028323
FBgn0027230
FBgn0040201
FBgn0040202
FBgn0000635"	"Fas2
MAB1D4
anon-EST:Liang-1.60
l(1)G0336
antifasciclin
FAS2
fasciclinII
EG:EG0007.3
CT12301
Fas
fasciclin-II
fasciclin II
1D4
FASCICLIN
2
mAb 1D4
fasciclin 2
mAb1D4
mAB1D4
Ab 1D4
fasciclin2
Fasciclin 2
Fasciclin-2
Fasciclin2
FAS II
fasII
Fasciclin
FasciclinII
fas II
FAS 11
fas2
fas-II
FASII
Fasii
Fas II
fasciclin-2
Fasciclin II
FASCICLIN II
Fasiclin II
FascII
Fascilin II
Fasciculin II
FasII
clone 1.60
l(1)G0032
l(1)G0081
l(1)G0048
l(1)G0293"
8394	2620	GD	CG7649	1	0	1	2	viable	3	available	"FBgn0051314
FBgn0051385
FBgn0038253"	"DMeltrin
Neu3
CG31385
CT23341
Meltrin-like
CG31314"
8395	2620	GD	CG7649	1	0	1	2	viable	2	available	"FBgn0051385
FBgn0051314
FBgn0038253"	"CG31385
CG31314
CT23341
DMeltrin
Meltrin-like
Neu3"
8396	2625	GD	CG7565	1	0	1	2	viable	3	available	FBgn0035833	CT23145
8397	2630	GD	CG33087	1	0	1	3	viable	3	available	"FBgn0033276
FBgn0053087
FBgn0050368"	"CG30368
LDL receptor protein
LDL receptor protein 1
LDLR
LRP1
LDL-receptor-related protein 1
LDL-receptor-related protein
Dm CG33087
LDLR-like
CG8706
lrp1
CT9297"
8401	2651	GD	CG10244	1	0	1	2	viable	3	available	"FBgn0022800
FBgn0039289"	"CT28779
HD-14
stit
FGFR1-like
DmHD-14
cad96C
DCad96Ca
Cad96Ca
Dm Cad96Ca
stitcher
CG10239"
8402	2651	GD	CG10244	1	0	1	2	viable	3	available	"FBgn0039289
FBgn0022800"	"Dm Cad96Ca
DCad96Ca
CT28779
CG10239
Cad96Ca
cad96C
stitcher
stit
HD-14
FGFR1-like
DmHD-14"
8405	2652	GD	CG14900	1	0	1	2	viable	3	available	FBgn0038439	"CT34724
DCad89D
Cad89D"
8408	2653	GD	CG3389	1	0	1	0	lethal	3	available	FBgn0038247	"Dm Cad88C
Cad88C
CT11389
cad88C
DCad88C"
8413	2696	GD	CG32178	1	0	1	2	lethal	2	available	"FBgn0065024
FBgn0052178
FBgn0043025"	"BcDNA:AT05468
Msi
MSI
ADGF-A2
male-specific-imaginal-disc-growth-factor
Male-specific insect derived growth factor
male-specific IDGF"
8414	2696	GD	CG32178	1	0	1	2	viable	3	available	"FBgn0065024
FBgn0043025
FBgn0052178"	"MSI
ADGF-A2
Male-specific insect derived growth factor
BcDNA:AT05468
male-specific IDGF
Msi
male-specific-imaginal-disc-growth-factor"
8415	2704	GD	CG7408	1	0	1	3	viable	3	available	FBgn0036765	
8416	2711	GD	CG18363	1	0	1	2	lethal	2	available	FBgn0036808	"Dicarboxylate carrier 4
DmDic4p
Dic4"
8420	2721	GD	CG14084	1	0	1	2	viable	3	available	"FBgn0036855
FBgn0045028
FBgn0260857
FBgn0062942"	"Dm Bet1
BET1
bs16e01.y1
Bet1
G14084
BcDNA:RH40423"
8422	2724	GD	CG14095	1	0	1	2	viable	3	available	FBgn0036870	
8423	2724	GD	CG14095	1	0	1	2	lethal	3	available	FBgn0036870	
8424	2731	GD	CG9472	1	0	1	2	viable	3	available	FBgn0036874	CT26822
8428	2736	GD	CG14103	1	0	1	3	lethal	3	available	"FBgn0083952
FBgn0036908"	CG34116
8433	2741	GD	CG7385	1	0	1	3	sterile	2	available	FBgn0036937	"IR76b
Ionotropic receptor 76b
Ir76b
ionotropic receptor 76b
CT22733"
8438	2750	GD	CG18281	2	0	1	3	sterile	2	temporary unavailable	FBgn0037003	
8439	2750	GD	CG18281	2	0	1	3	viable	2	available	FBgn0037003	
8442	2752	GD	CG5078	1	0	1	2	viable	3	available	FBgn0037005	
8445	2760	GD	CG3698	1	3	0.99	2	viable	3	available	FBgn0037023	
8446	2760	GD	CG3698	1	3	0.99	2	viable	3	available	FBgn0037023	
8447	2769	GD	CG11306	1	0	1	2	viable	3	available	FBgn0037108	"2-mannosyltransferase activity
putative alpha-1"
8448	2769	GD	CG11306	1	0	1	2	viable	3	available	FBgn0037108	"putative alpha-1
2-mannosyltransferase activity"
8449	2772	GD	CG7407	1	0	1	2	lethal	3	available	"FBgn0037134
FBgn0064922"	BcDNA:LD29166
8450	2773	GD	CG7442	1	0	1	2	viable	3	available	FBgn0037140	
8451	2777	GD	CG11489	1	0	1	2	viable	1	temporary unavailable	"FBgn0037158
FBgn0037157
FBgn0025702"	"serine-arginine protein kinase at 79D
air traffic controller
SRPK1
CK01209
BEST:CK01209
CG9085
Srpk79D
srpk79D
atc
SRPK"
8452	2777	GD	CG11489	1	0	1	2	viable	1	available	"FBgn0025702
FBgn0037158
FBgn0037157"	"CK01209
CG9085
BEST:CK01209
atc
air traffic controller
Srpk79D
srpk79D
SRPK1
SRPK
serine-arginine protein kinase at 79D"
8458	2782	GD	CG11425	1	1	1	2	lethal	3	available	FBgn0037167	"WUN-like
LPP-like"
8461	2784	GD	CG14455	1	2	0.99	2	viable	1	available	FBgn0037175	
8463	2789	GD	CG11137	1	2	0.81	3	viable	3	available	"FBgn0063146
FBgn0037199"	"BcDNA:LD31024
CT31141"
8464	2789	GD	CG11137	1	2	0.81	3	viable	3	available	"FBgn0037199
FBgn0063146"	"CT31141
BcDNA:LD31024"
8469	2801	GD	CG34357	1	0	1	3	viable	2	available	"FBgn0037257
FBgn0037259
FBgn0037256
FBgn0084028
FBgn0037258
FBgn0085386"	"CG9783
GYC
CG12585
CG14652
CG12584
CG41467"
8472	2804	GD	CG14662	1	0	1	2	viable	2	available	FBgn0037291	CT34440
8475	2822	GD	CG1153	1	0	1	2	viable	2	available	FBgn0037414	"Osi7
Osiris
Osiris 7
osi7"
8476	2822	GD	CG1153	1	0	1	2	lethal	3	available	FBgn0037414	"Osi7
Osiris
Osiris 7
osi7"
8477	2851	GD	CG2943	1	0	1	2	lethal	3	available	"FBgn0045351
FBgn0037530"	NEST:bs09f06
8478	2856	GD	CG11035	1	0	1	2	viable	2	available	"FBgn0062016
FBgn0037544"	anon-WO0118547.426
8479	2856	GD	CG11035	1	0	1	2	sterile	2	temporary unavailable	"FBgn0062016
FBgn0037544"	anon-WO0118547.426
8481	2937	GD	CG31361	1	133	0.41	9	viable	3	available	"FBgn0051361
FBgn0037991
FBgn0037990"	"Dpr-17
CG14737
CG14738
dpr17
CT34531"
8482	2939	GD	CG10094	1	0	1	2	lethal	3	available	FBgn0038006	"313a2
Cyp313a2"
8483	2939	GD	CG10094	1	0	1	2	viable	3	available	FBgn0038006	"313a2
Cyp313a2"
8486	2954	GD	CG33976	1	4	0.96	7	viable	2	available	"FBgn0038063
FBgn0046562
FBgn0046561
FBgn0053976
FBgn0038064"	"CG18553
anon-WO0170980.184
CG6989
DmOctbeta2R
anon-WO0170980.185
DmCG6989
OctBeta2
octopamine beta receptor
OctB2R
Octbeta2R"
8487	3594	GD	CG6017	1	0	1	2	viable	2	available	"FBgn0259824
FBgn0004715
FBgn0036555"	"Hip14
CG 6017
3L1
htt-interacting protein 14
Huntingtin-interacting protein 14
l(3)72Ad
dHIP14
ankyrin domain
hip14
lethal (3) 72Ad"
8492	3596	GD	CG4123	1	0	1	2	sterile	3	available	FBgn0026061	"CK2082
Mipp1
Multiple inositol polyphosphate phosphatase 1"
8493	3596	GD	CG4123	1	0	1	2	viable	2	available	FBgn0026061	"CK2082
Multiple inositol polyphosphate phosphatase 1
Mipp1"
8495	3597	GD	CG9704	1	0	1	2	lethal	2	available	FBgn0004108	"BcDNA:LD22004
dab
Dab
BP106
Nrt BP106
Neur
NT
DAB
Neurotactin
nrt
NRT
neurotactin
l(3)73Be
neu
MabBP106
NEUROTACTIN
Nrt
disabled"
8496	3598	GD	CG13024	1	0	1	3	sterile	3	available	"FBgn0062921
FBgn0036665"	BcDNA:RH61817
8501	3599	GD	CG32161	1	0	1	2	viable	3	available	FBgn0052161	
8502	3600	GD	CG13029	1	0	1	4	viable	2	available	"FBgn0062054
FBgn0036670
FBgn0061425"	"BcDNA:AT31918
anon-WO0118547.38"
8503	3600	GD	CG13029	1	0	1	4	viable	2	available	"FBgn0062054
FBgn0061425
FBgn0036670"	"BcDNA:AT31918
anon-WO0118547.38"
8515	3606	GD	CG6512	1	0	1	3	viable	3	available	FBgn0036702	DmCG6512
8516	3607	GD	CG6497	1	0	1	2	lethal	3	available	FBgn0036704	
8519	3608	GD	CG13723	1	0	1	2	viable	2	available	FBgn0036705	
8523	3609	GD	CG13725	1	0	1	3	viable	2	available	FBgn0036708	
8524	3609	GD	CG13725	1	0	1	3	viable	2	available	FBgn0036708	
8528	3611	GD	CG13727	1	0	1	2	viable	3	available	FBgn0036711	
8532	3613	GD	CG7510	1	0	1	2	viable	3	available	"FBgn0023103
FBgn0036741"	anon-74EFa
8534	3615	GD	CG6812	1	0	1	4	viable	3	available	FBgn0036843	
8535	3615	GD	CG6812	1	0	1	4	viable	2	available	FBgn0036843	
8539	3617	GD	CG32432	1	0	1	2	viable	2	available	"FBgn0037033
FBgn0052432
FBgn0037034
FBgn0037032"	"CG3116
CG13257
CG13256"
8540	3617	GD	CG32432	1	0	1	2	viable	3	available	"FBgn0037032
FBgn0037033
FBgn0037034
FBgn0052432"	"CG13257
CG3116
CG13256"
8549	3621	GD	CG1058	1	0	1	2	viable	3	available	FBgn0022981	"GNaC1
ripped pocket
gonad-specific amiloride-sensitive sodium channel 1
rpk
dGNaC1
RPK"
8551	3622	GD	CG31547	1	0	1	2	viable	3	available	"FBgn0051547
FBgn0040680
FBgn0037335"	"CG2509
CG10544"
8552	3622	GD	CG31547	1	0	1	2	viable	3	available	"FBgn0051547
FBgn0040680
FBgn0037335"	"CG2509
CG10544"
8556	3623	GD	CG15590	1	0	1	2	lethal	3	available	FBgn0037413	"Osiris
Osiris 5
Osi5"
8558	3624	GD	CG15593	1	0	1	3	viable	3	available	FBgn0037417	"Osiris
Osiris 10
Osi10"
8559	3625	GD	CG15595	1	0	1	2	viable	1	available	FBgn0037422	"Osiris 13
Osiris
Osi13"
8560	3625	GD	CG15595	1	0	1	2	viable	3	available	FBgn0037422	"Osiris 13
Osiris
Osi13"
8564	3628	GD	CG9361	1	0	1	3	viable	3	available	FBgn0037690	"Task7
dTASK-7
K2P-TASK7"
8565	3628	GD	CG9361	1	0	1	3	viable	2	available	FBgn0037690	"K2P-TASK7
Task7
dTASK-7"
8569	3631	GD	CG6658	1	0	1	2	viable	3	available	"FBgn0040251
FBgn0037863"	"AC 006491I
Ugt86Di"
8570	3631	GD	CG6658	1	0	1	2	viable	2	available	"FBgn0037863
FBgn0040251"	"AC 006491I
Ugt86Di"
8573	3632	GD	CG18578	1	1	0.99	3	sterile	3	available	"FBgn0040259
FBgn0037865
FBgn0027072"	"Ugt86Da
BEST:GM04645
AC 006491A
GM04645"
8574	3633	GD	CG6653	1	2	0.99	3	viable	2	available	"FBgn0037867
FBgn0040255"	"AC 006491E
Ugt86De
CG6653-PA"
8577	3635	GD	CG15902	1	0	1	3	viable	2	available	"FBgn0040250
FBgn0037868"	"AC 006491J
Ugt86Dj"
8578	3637	GD	CG6977	1	1	0.95	2	viable	3	available	FBgn0037963	"DCad87A
Cad87A
CT21611"
8588	3650	GD	CG15353	1	1	0.99	2	viable	3	available	"FBgn0040718
FBgn0062918"	BcDNA:RH63135
8590	3650	GD	CG15353	1	1	0.99	2	viable	2	available	"FBgn0040718
FBgn0062918"	BcDNA:RH63135
8591	3651	GD	CG10880	1	0	1	3	viable	3	available	FBgn0031398	
8593	3654	GD	CGnone	0	0	0	2	viable	3	available		
8595	3656	GD	CG13278	1	0	1	3	viable	3	available	FBgn0032602	
8596	3656	GD	CG13278	1	0	1	3	viable	3	available	FBgn0032602	
8600	3657	GD	CG5050	1	0	1	2	viable	3	available	FBgn0032637	
8602	3660	GD	CG31691	1	2	0.99	2	viable	3	available	"FBgn0051691
FBgn0032829
FBgn0044811"	"CG13963
TotF
Turandot F
tot"
8605	3662	GD	CG12617	1	6	0.97	2	sterile	3	available	FBgn0040996	38C.31
8606	3663	GD	CG2611	1	0	1	2	lethal	3	available	FBgn0032871	38D.27
8607	3663	GD	CG2611	1	0	1	2	viable	2	available	FBgn0032871	38D.27
8609	3665	GD	CG9338	1	1	0.99	2	viable	2	available	"FBgn0063264
FBgn0032899"	BcDNA:GH07967
8610	3666	GD	CG14401	1	0	1	2	viable	3	available	FBgn0032900	
8611	3668	GD	CG13564	1	0	1	2	lethal	3	available	FBgn0034973	
8612	3669	GD	CG14151	1	1	1	2	sterile	3	available	FBgn0036089	
8614	3670	GD	CG18087	1	1	0.84	3	viable	3	available	"FBgn0036166
FBgn0003377"	"Salivary gland secretion 7
68C GIII
Sgs-7
Sgs7
sgs7
group III
Gene III
sgs-7"
8617	3672	GD	CG7333	1	1	0.98	3	viable	1	available	FBgn0038715	
8619	3673	GD	CG17751	1	2	0.89	2	lethal	2	available	FBgn0038717	
8622	3676	GD	CG31195	1	0	1	2	lethal	3	available	"FBgn0051195
FBgn0010818"	l(3)03806
8624	3678	GD	CG31198	1	0	1	2	viable	3	available	"FBgn0044763
FBgn0038899
FBgn0051198
FBgn0044630"	"CG5845
anon-WO0140519.12
anon-WO0140519.24"
8627	3678	GD	CG31198	1	0	1	2	viable	3	available	"FBgn0044630
FBgn0038899
FBgn0051198
FBgn0044763"	"anon-WO0140519.24
anon-WO0140519.12
CG5845"
8628	3679	GD	CG13409	1	0	1	2	viable	1	available	FBgn0038926	
8631	3681	GD	CG1438	1	2	0.97	2	sterile	2	available	FBgn0015032	"Cyp4c3
cytochrome P450
4C3
Cytochrome P450-4c3
cyp4c3
P450
P-450"
8635	3689	GD	CG12655	1	0	1	2	lethal	3	available	FBgn0031080	
8637	3691	GD	CG34331	1	0	1	2	viable	1	available	FBgn0085360	
8638	3692	GD	CG17063	1	0	1	2	viable	3	available	FBgn0027107	"prp6
pas related protein 6
inx-6
inx6
Dm-inx6"
8639	3692	GD	CG17063	1	0	1	2	viable	1	available	FBgn0027107	"Dm-inx6
prp6
inx-6
pas related protein 6
inx6"
8644	3694	GD	CG1467	1	1	1	2	viable	3	available	FBgn0031106	"syntaxin
dSyntaxin16
dSyx16
dSyx 16
Syntaxin
DmSyx16
Syx16
Syx
Dm Syx16
Syntaxin 16
SYX16"
8645	3697	GD	CG15450	1	0	1	4	viable	2	available	FBgn0031132	
8646	3698	GD	CGnone	0	0	0	2	viable	3	temporary unavailable		
8651	3702	GD	CG32513	1	0	1	3	lethal	3	available	"FBgn0062860
FBgn0031153
FBgn0031150
FBgn0052513"	"CG1754
bves
BcDNA:SD21670
CG15448"
8655	3709	GD	CG1801	1	0	1	3	viable	3	available	FBgn0031171	
8658	3711	GD	CG14584	1	0	1	3	viable	3	available	FBgn0031181	"IR20a
Ir20a
ionotropic receptor 20a
Ionotropic receptor 20a"
8659	3712	GD	CG1644	1	0	1	3	viable	3	available	FBgn0031182	"6t1
Cyp6t1
cytochrome P450"
8660	3712	GD	CG1644	1	0	1	3	viable	1	available	FBgn0031182	"Cyp6t1
6t1
cytochrome P450"
8661	3713	GD	CG14621	1	0	1	2	viable	3	available	FBgn0031183	
8666	3717	GD	CG12446	1	0	1	3	viable	2	available	FBgn0031201	
8673	3720	GD	CG17636	1	1	1	3	viable	2	available	FBgn0025837	EG:23E12.1
8675	3720	GD	CG17636	1	1	1	3	viable	3	available	FBgn0025837	EG:23E12.1
8677	3721	GD	CG17167	1	0	1	2	viable	3	available	"FBgn0039941
FBgn0058146"	CG40146
8678	3721	GD	CG17167	1	0	1	2	viable	3	available	"FBgn0039941
FBgn0058146"	CG40146
8681	3722	GD	CG12061	1	0	1	2	sterile	3	available	"FBgn0058148
FBgn0040031"	CG40148
8686	3724	GD	CG31622	1	0	1	4	viable	3	available	"FBgn0051622
FBgn0041244"	"Gr39aB
Gr39D2b
Gr39D2c
Gr39a.c
Gr39aC
Gr39a.d
Gr39a.a
Gr39a.b
Gr39a
Gr39aA
Gr39D2A
39D2d
Gr39aD
Gr39D2d
Gr39D2a
GR39D.2
39D.2b
39D2c
39D.2c
39D.2d
Gustatory receptor 39a
Gustatory receptor 39D.2
39D2b
39D2a
39D.2
39D.2a"
8688	3725	GD	CG2944	1	0	1	3	viable	2	available	"FBgn0033008
FBgn0033009
FBgn0026238"	"gus
i25
gustavus
CG2946
Gus
Gustavus
GUSTAVUS
dmSSB4
A11
GUS"
8690	3726	GD	CG3348	1	0	1	3	viable	3	available	FBgn0040609	
8692	3729	GD	CG7761	1	0	1	0	viable	2	available	FBgn0033988	"prt
parcas
poirot
pcs"
8699	3735	GD	CG6310	1	0	1	2	viable	2	available	"FBgn0063764
FBgn0036121"	BcDNA:AT03632
8702	3737	GD	CG17193	1	0	1	3	viable	3	available	"FBgn0040571
FBgn0063675"	BcDNA:RE41733
8705	3738	GD	CG13408	1	0	1	3	viable	3	available	FBgn0038929	
8706	3743	GD	CG11566	2	0	1	3	lethal	3	available	"FBgn0052514
FBgn0031158
FBgn0031159"	"CG32514
CG11569"
8707	3743	GD	CG11566	2	0	1	3	viable	2	available	"FBgn0052514
FBgn0031159
FBgn0031158"	"CG32514
CG11569"
8712	3749	GD	CG12845	1	0	1	2	viable	2	available	FBgn0033127	"Dm.Tsp42Ef
tetraspanin 42E
Tsp42Ef
Tetraspanin 42eF
Tetraspanin 42Ef"
8716	3751	GD	CG12841	1	0	1	3	viable	2	available	FBgn0033133	"Tsp42Ek
tetraspanin 42E
Tetraspanin 42Ek
Dm.Tsp42Ek"
8717	3751	GD	CG12841	1	0	1	3	viable	3	available	FBgn0033133	"tetraspanin 42E
Tetraspanin 42Ek
Dm.Tsp42Ek
Tsp42Ek"
8722	3754	GD	CG12838	1	0	1	4	sterile	2	available	"FBgn0033136
FBgn0062933"	"Tetraspanin 42Eo
Tsp42Eo
Dm.Tsp42Eo
tetraspanin 42E
BcDNA:RH51444"
8728	3758	GD	CG2064	1	2	0.92	2	viable	3	available	"FBgn0033205
FBgn0046213"	BcDNA:SD07613
8729	3758	GD	CG2064	1	2	0.92	2	viable	3	available	"FBgn0033205
FBgn0046213"	BcDNA:SD07613
8731	3759	GD	CG12107	1	0	1	2	viable	2	available	FBgn0033209	
8732	3760	GD	CG12825	1	0	1	3	lethal	3	available	FBgn0033221	dmCG12825
8737	3762	GD	CG14763	1	1	0.99	2	lethal	3	available	FBgn0033243	
8739	3763	GD	CG8717	1	0	1	3	viable	3	available	"FBgn0025735
FBgn0025469"	"slv
Saliva
saliva"
8745	3765	GD	CG14752	1	6	0.91	4	viable	3	available	FBgn0033307	
8747	3767	GD	CG8226	1	0	1	2	lethal	3	available	"FBgn0047336
FBgn0033357"	"Translocase of outer membrane 7
BcDNA:AT23266
dtom7
Tom7"
8753	3769	GD	CGnone	0	6	0	3	viable	3	available		
8754	3770	GD	CG33135	1	0	1	3	viable	3	available	"FBgn0033493
FBgn0033494"	"polyclonal
KCNQ-type K[+] channel
CG12215
kcnq1
KCNQ
CG12915
dKCNQ
KCNQ potassium channel
DKCNQ"
8756	3771	GD	CG12914	1	0	1	2	sterile	2	available	FBgn0033499	
8759	3773	GD	CG9035	1	0	1	3	viable	3	available	"FBgn0027912
FBgn0021795
FBgn0064943"	"BcDNA:GM12291
Translocon-associated protein delta
TRAPdelta
l(2)k17005
Tapdelta"
8760	3774	GD	CGnone	0	0	0	2	viable	2	available		
8763	3775	GD	CG8972	1	0	1	2	viable	1	available	"FBgn0033672
FBgn0044791"	"rhomboid-7
Rhomboid-7
anon-WO0138581.3
PARL
rho-7"
8765	3776	GD	CG8321	1	0	1	2	viable	3	available	FBgn0033677	
8767	3778	GD	CG18343	1	0	1	3	sterile	2	available	FBgn0033683	
8768	3779	GD	CG8860	1	1	0.94	3	viable	3	available	"FBgn0063198
FBgn0033691"	BcDNA:GM14157
8769	3779	GD	CG8860	1	1	0.94	3	viable	1	available	"FBgn0063198
FBgn0033691"	BcDNA:GM14157
8771	3780	GD	CG13159	1	4	0.98	4	viable	3	temporary unavailable	"FBgn0033721
FBgn0063047"	BcDNA:RE25177
8772	3780	GD	CG13159	1	4	0.98	4	viable	3	temporary unavailable	"FBgn0063047
FBgn0033721"	BcDNA:RE25177
8777	3782	GD	CG32843	1	0	1	2	viable	2	available	"FBgn0033825
FBgn0033824
FBgn0046597
FBgn0046596
FBgn0052843"	"Diuretic hormone 31 receptor 1
anon-WO0170980.137
DmeCG32843
CG17043
DH31R
DH31 Receptor
DH31-R1
DH31-receptor
Dh31-R1
CG17415
DH[[31]] receptor
anon-WO0170980.136"
8780	3783	GD	CG17048	1	0	1	3	viable	2	available	FBgn0033828	
8782	3784	GD	CG6357	1	1	1	3	viable	3	available	FBgn0033875	
8784	3785	GD	CG10808	1	0	1	2	viable	3	available	FBgn0033876	"Synaptogyrin
synaptogyrin
sng-1"
8785	3787	GD	CG10130	1	3	0.99	5	viable	3	available	"FBgn0010638
FBgn0033947"	"sec61beta
Secbeta61
Sec61beta
DSec61beta
Sec61
sec61b
Sec1
l(2)07214"
8786	3788	GD	CG12859	1	1	0.85	0	viable	3	available	"FBgn0033961
FBgn0025196"	"anon-EST:fe3B12
NADH:ubiquinone oxidoreductase B15 subunit
anon-fast-evolving-3B12
NADH ubiquinone oxidoreductase B15"
8787	3788	GD	CG12859	1	1	0.85	0	viable	3	available	"FBgn0033961
FBgn0025196"	"anon-EST:fe3B12
anon-fast-evolving-3B12
NADH ubiquinone oxidoreductase B15
NADH:ubiquinone oxidoreductase B15 subunit"
8792	3790	GD	CG8175	1	1	1	3	lethal	3	available	"FBgn0061385
FBgn0014865"	"Metch
metch
metk
mtk
Metc
Actin 5C
DIM 17
BcDNA:RH07954
METCH
metchnikowin
Mtk
Metchnikowin A
Drosophila Immune induced molecule 17
Metchnikowin B
Metchnikowin precursor
metchnikowin-1
metchnikowin-2
Metchnikowin"
8796	3791	GD	CG30472	1	0	1	3	viable	3	available	FBgn0050472	
8797	3793	GD	CG8320	2	0	1	3	viable	3	available	FBgn0034059	
8798	3793	GD	CG8320	2	0	1	3	viable	2	available	FBgn0034059	
8805	3796	GD	CG6426	1	0	1	2	viable	2	available	"FBgn0047058
FBgn0034162"	"BcDNA:RH01665
l(2)k04810
n(2)k04810"
8809	3797	GD	CG17680	1	3	0.98	4	viable	1	available	"FBgn0062440
FBgn0034303"	BcDNA:RE55001
8810	3798	GD	CG18108	1	1	0.97	2	viable	2	available	"FBgn0034329
FBgn0062964"	"BcDNA:RH08745
Immune-induced peptide 1 precursor
DIM-1
immune-induced molecule 1
DIM 1
IM1
Immune induced molecule 1
IM2-like"
8812	3798	GD	CG18108	1	1	0.97	2	viable	3	available	"FBgn0062964
FBgn0034329"	"BcDNA:RH08745
DIM 1
Immune-induced peptide 1 precursor
Immune induced molecule 1
DIM-1
IM2-like
immune-induced molecule 1
IM1"
8814	3799	GD	CG18107	1	0	1	2	viable	1	available	"FBgn0034330
FBgn0047044"	BcDNA:RH09147
8816	3800	GD	CG16836	1	0	1	3	viable	1	available	FBgn0040735	
8821	3804	GD	CG13426	1	0	1	4	viable	1	available	FBgn0034510	
8823	3805	GD	CG30154	1	0	1	0	viable	2	available	FBgn0050154	
8825	3807	GD	CG13437	1	0	1	2	lethal	3	available	FBgn0034541	
8827	3808	GD	CG15653	1	0	1	3	sterile	3	available	FBgn0034578	
8833	3810	GD	CG10795	1	0	1	2	viable	2	available	FBgn0034626	LD27358
8837	3811	GD	CG10320	1	1	0.92	2	viable	2	available	"FBgn0027680
FBgn0034645
FBgn0027667"	"NADH ubiquinone oxidoreductase B12
anon-EST:Posey47
anon-EST:Posey84
NADH:ubiquinone oxidoreductase B12 subunit
10320"
8840	3814	GD	CG13511	1	0	1	4	viable	3	available	FBgn0034759	
8843	3817	GD	CG30411	1	1	0.98	4	viable	1	temporary unavailable	"FBgn0047180
FBgn0050411"	BcDNA:RE06996
8846	3820	GD	CG11303	1	0	1	3	viable	3	available	FBgn0020372	"Dm.Tsp60A
Transmembrane 4 superfamily
TM4SF"
8847	3820	GD	CG11303	1	0	1	3	viable	3	available	FBgn0020372	"Transmembrane 4 superfamily
Dm.Tsp60A
TM4SF"
8850	3822	GD	CG30172	1	0	1	2	lethal	3	available	"FBgn0064786
FBgn0043545
FBgn0050172"	"anon-AE003462.1
BcDNA:RH70879"
8857	3828	GD	CG7970	1	1	1	3	viable	3	available	"FBgn0062131
FBgn0035252"	anon-WO0118547.268
8858	3828	GD	CG7970	1	1	1	3	viable	3	available	"FBgn0035252
FBgn0062131"	anon-WO0118547.268
8865	743	GD	CG13158	1	0	1	2	lethal	2	available	FBgn0033727	"49A.1
49a
Or49a
Odorant receptor 49a
OR49a
DOR10"
8868	768	GD	CG10128	1	0	1	2	viable	3	available	FBgn0003742	"Transformer-2
Transformer 2
transformer-2
transformer 2
transformer2
TRA 2
TRA2
Tra-2
Tra2
tra-2
tra2
TRA-2"
8870	769	GD	CG5402	1	1	0.99	2	lethal	3	available	"FBgn0039521
FBgn0044539"	anon-WO0140519.87
8872	801	GD	CG42329	1	0	1	3	viable	3	available	"FBgn0031326
FBgn0031325
FBgn0259229"	"CG14343
CG5156
CT16503"
8873	838	GD	CG15398	1	0	1	2	lethal	3	available	FBgn0031446	
8874	842	GD	CG3139	1	1	1	3	viable	3	available	"FBgn0004242
FBgn0022151
FBgn0005767"	"dSYT
Synaptotagmin 1
SytI
SYT I
DSYT2
l(2)23AB1
l(2)k05909
synaptotagmin
synaptotagmin 1
Synaptotagmin
D. Syt I
dsytI
SYT
Dsyt2
l(2)23Ba
DSYT
DSyt
dsyt1
Syt I
Syt-1
Droso1
DSypt
SYT1
sytI
syt I
synaptotagmin I
SynaptotagminI
Synaptotagmin I
syt-1
Syt 1
synaptotagmin-1
Syt1
Synaptotagmin1
syt1
syt 1
syt
Synaptotagmin-I
Syt"
8875	842	GD	CG3139	1	1	1	3	viable	3	available	"FBgn0004242
FBgn0005767
FBgn0022151"	"l(2)23AB1
syt I
Synaptotagmin
synaptotagmin
l(2)k05909
DSYT2
synaptotagmin 1
dSYT
SytI
dsyt1
Dsyt2
l(2)23Ba
DSyt
DSYT
Syt I
SYT I
Droso1
DSypt
sytI
Synaptotagmin-I
syt1
syt 1
Syt 1
Syt-1
SYT1
D. Syt I
Synaptotagmin I
syt-1
Syt1
syt
dsytI
synaptotagmin-1
Syt
SYT
Synaptotagmin1
synaptotagmin I
SynaptotagminI
Synaptotagmin 1"
